lap,distance_m,time_s,speed_kmh,throttle,brake,steering_deg,gear
improved,1890.0,31.3604,259.51,1.0,0.0,-12.603,7
improved,1894.667,31.4252,260.241,1.0,0.0,-12.317,7
improved,1899.333,31.4897,260.906,1.0,0.0,-11.999,7
improved,1904.0,31.5541,261.508,1.0,0.0,-11.652,7
improved,1908.667,31.6184,262.049,1.0,0.0,-11.279,7
improved,1913.333,31.6825,262.53,1.0,0.0,-10.883,7
improved,1918.0,31.7465,262.954,1.0,0.0,-10.469,7
improved,1922.667,31.8103,263.323,1.0,0.0,-10.039,7
improved,1927.333,31.8741,263.638,1.0,0.0,-9.599,7
improved,1932.0,31.9379,263.903,1.0,0.0,-9.15,7
improved,1936.667,32.0015,264.118,1.0,0.0,-8.697,7
improved,1941.333,32.0651,264.286,1.0,0.0,-8.244,7
improved,1946.0,32.1287,264.408,1.0,0.0,-7.793,7
improved,1950.667,32.1922,264.486,1.0,0.0,-7.348,7
improved,1955.333,32.2558,264.521,1.0,0.0,-6.911,7
improved,1960.0,32.3193,264.516,1.0,0.0,-6.487,7
improved,1964.667,32.3828,264.471,0.9931,0.0075,-6.077,7
improved,1969.333,32.4463,264.389,0.9743,0.0279,-5.684,7
improved,1974.0,32.5099,264.269,0.956,0.0476,-5.309,7
improved,1978.667,32.5734,264.112,0.0,0.0669,-4.955,7
improved,1983.333,32.637,263.921,0.0,0.0856,-4.624,7
improved,1988.0,32.7007,263.696,0.0,0.1039,-4.316,7
improved,1992.667,32.7644,263.437,0.0,0.1218,-4.033,7
improved,1997.333,32.8282,263.146,0.0,0.1394,-3.776,7
improved,2002.0,32.892,262.822,0.0,0.1566,-3.543,7
improved,2006.667,32.9559,262.467,0.0,0.1737,-3.337,7
improved,2011.333,33.0199,262.081,0.0,0.1905,-3.156,7
improved,2016.0,33.084,261.663,0.0,0.2072,-3.0,7
improved,2020.667,33.1482,261.215,0.0,0.2238,-2.868,7
improved,2025.333,33.2126,260.736,0.0,0.2403,-2.759,7
improved,2030.0,33.277,260.227,0.0,0.2568,-2.672,7
improved,2034.667,33.3416,259.687,0.0,0.2732,-2.604,7
improved,2039.333,33.4062,259.117,0.0,0.2896,-2.555,7
improved,2044.0,33.4711,258.517,0.0,0.3061,-2.521,6
improved,2048.667,33.5361,257.886,0.0,0.3226,-2.501,6
improved,2053.333,33.6012,257.224,0.0,0.3391,-2.492,6
improved,2058.0,33.6665,256.532,0.0,0.3557,-2.492,6
improved,2062.667,33.732,255.81,0.0,0.3724,-2.497,6
improved,2067.333,33.7977,255.056,0.0,0.3891,-2.505,6
improved,2072.0,33.8636,254.272,0.0,0.4059,-2.513,6
improved,2076.667,33.9296,253.456,0.0,0.4227,-2.518,6
improved,2081.333,33.9959,252.61,0.0,0.4396,-2.517,6
improved,2086.0,34.0624,251.732,0.0,0.4566,-2.507,6
improved,2090.667,34.1292,250.822,0.0,0.4735,-2.486,6
improved,2095.333,34.1961,249.882,0.0,0.4905,-2.45,6
improved,2100.0,34.2634,248.91,0.0,0.5074,-2.397,6
improved,2104.667,34.3309,247.906,0.0,0.5243,-2.324,6
improved,2109.333,34.3986,246.872,0.0,0.5411,-2.229,6
improved,2114.0,34.4667,245.807,0.0,0.5578,-2.11,6
improved,2118.667,34.535,244.71,0.0,0.5744,-1.965,6
improved,2123.333,34.6037,243.584,0.0,0.5908,-1.791,6
improved,2128.0,34.6727,242.427,0.0,0.607,-1.588,6
improved,2132.667,34.7419,241.24,0.0,0.623,-1.354,6
improved,2137.333,34.8116,240.025,0.0,0.6386,-1.088,6
improved,2142.0,34.8816,238.78,0.0,0.6539,-0.79,6
improved,2146.667,34.9519,237.508,0.0,0.6689,-0.459,6
improved,2151.333,35.0227,236.208,0.0,0.6834,-0.096,6
improved,2156.0,35.0938,234.882,0.0,0.6974,0.3,6
improved,2160.667,35.1653,233.531,0.0,0.7109,0.728,6
improved,2165.333,35.2373,232.155,0.0,0.7238,1.187,6
improved,2170.0,35.3096,230.756,0.0,0.7361,1.675,6
improved,2174.667,35.3824,229.335,0.0,0.7478,2.192,6
improved,2179.333,35.4557,227.892,0.0,0.7587,2.734,6
improved,2184.0,35.5294,226.431,0.0,0.7688,3.301,6
improved,2188.667,35.6036,224.951,0.0,0.7781,3.89,5
improved,2193.333,35.6783,223.455,0.0,0.7865,4.497,5
improved,2198.0,35.7535,221.944,0.0,0.794,5.12,5
improved,2202.667,35.8292,220.421,0.0,0.8006,5.756,5
improved,2207.333,35.9054,218.886,0.0,0.8061,6.401,5
improved,2212.0,35.9821,217.342,0.0,0.8106,7.053,5
improved,2216.667,36.0594,215.79,0.0,0.8139,7.706,5
improved,2221.333,36.1373,214.234,0.0,0.8161,8.357,5
improved,2226.0,36.2157,212.674,0.0,0.8171,9.003,5
improved,2230.667,36.2947,211.114,0.0,0.8169,9.639,5
improved,2235.333,36.3743,209.555,0.0,0.8155,10.262,5
improved,2240.0,36.4544,208.0,0.0,0.8128,10.867,5
improved,2244.667,36.5352,206.451,0.0,0.8087,11.45,5
improved,2249.333,36.6166,204.911,0.0,0.8034,12.007,5
improved,2254.0,36.6986,203.382,0.0,0.7967,12.536,5
improved,2258.667,36.7812,201.867,0.0,0.7886,13.03,5
improved,2263.333,36.8644,200.368,0.0,0.7792,13.489,5
improved,2268.0,36.9482,198.887,0.0,0.7683,13.906,5
improved,2272.667,37.0327,197.428,0.0,0.7561,14.281,5
improved,2277.333,37.1178,195.993,0.0,0.7425,14.609,5
improved,2282.0,37.2035,194.584,0.0,0.7275,14.889,5
improved,2286.667,37.2899,193.205,0.0,0.7111,15.116,5
improved,2291.333,37.3768,191.856,0.0,0.6934,15.29,5
improved,2296.0,37.4644,190.542,0.0,0.6743,15.409,4
improved,2300.667,37.5526,189.264,0.0,0.6539,15.471,4
improved,2305.333,37.6413,188.025,0.0,0.6323,15.475,4
improved,2310.0,37.7307,186.828,0.0,0.6093,15.421,4
improved,2314.667,37.8206,185.673,0.0,0.5852,15.307,4
improved,2319.333,37.9111,184.565,0.0,0.5598,15.133,4
improved,2324.0,38.0021,183.505,0.0,0.5333,14.901,4
improved,2328.667,38.0936,182.494,0.0,0.5058,14.611,4
improved,2333.333,38.1857,181.535,0.0,0.4772,14.264,4
improved,2338.0,38.2783,180.631,0.0,0.4476,13.861,4
improved,2342.667,38.3713,179.781,0.0,0.4171,13.404,4
improved,2347.333,38.4647,178.989,0.0,0.3857,12.895,4
improved,2352.0,38.5586,178.256,0.0,0.3535,12.337,4
improved,2356.667,38.6528,177.583,0.0,0.3207,11.732,4
improved,2361.333,38.7474,176.971,0.0,0.2871,11.083,4
improved,2366.0,38.8423,176.422,0.0,0.253,10.394,4
improved,2370.667,38.9376,175.936,0.0,0.2185,9.669,4
improved,2375.333,39.0331,175.514,0.0,0.1834,8.91,4
improved,2380.0,39.1288,175.158,0.0,0.1481,8.123,4
improved,2384.667,39.2247,174.867,0.0,0.1125,7.31,4
improved,2389.333,39.3208,174.642,0.0,0.0767,6.476,4
improved,2394.0,39.417,174.483,0.9622,0.0409,5.626,4
improved,2398.667,39.5132,174.391,0.9953,0.005,4.765,4
improved,2403.333,39.6096,174.365,1.0,0.0,3.895,4
improved,2408.0,39.7059,174.405,1.0,0.0,3.023,4
improved,2412.667,39.8023,174.51,1.0,0.0,2.152,4
improved,2417.333,39.8985,174.68,1.0,0.0,1.286,4
improved,2422.0,39.9947,174.915,1.0,0.0,0.431,4
improved,2426.667,40.0908,175.214,1.0,0.0,-0.41,4
improved,2431.333,40.1866,175.575,1.0,0.0,-1.233,4
improved,2436.0,40.2823,175.997,1.0,0.0,-2.034,4
improved,2440.667,40.3778,176.48,1.0,0.0,-2.81,4
improved,2445.333,40.473,177.022,1.0,0.0,-3.556,4
improved,2450.0,40.5679,177.621,1.0,0.0,-4.27,4
improved,2454.667,40.6625,178.275,1.0,0.0,-4.949,4
improved,2459.333,40.7567,178.984,1.0,0.0,-5.59,4
improved,2464.0,40.8506,179.744,1.0,0.0,-6.191,4
improved,2468.667,40.944,180.555,1.0,0.0,-6.75,4
improved,2473.333,41.0371,181.414,1.0,0.0,-7.265,4
improved,2478.0,41.1297,182.319,1.0,0.0,-7.736,4
improved,2482.667,41.2218,183.268,1.0,0.0,-8.16,4
improved,2487.333,41.3135,184.258,1.0,0.0,-8.538,4
improved,2492.0,41.4047,185.287,1.0,0.0,-8.869,4
improved,2496.667,41.4953,186.353,1.0,0.0,-9.153,4
improved,2501.333,41.5855,187.453,1.0,0.0,-9.391,4
improved,2506.0,41.6751,188.585,1.0,0.0,-9.583,4
improved,2510.667,41.7642,189.746,1.0,0.0,-9.731,4
improved,2515.333,41.8527,190.934,1.0,0.0,-9.835,4
improved,2520.0,41.9407,192.146,1.0,0.0,-9.898,5
improved,2524.667,42.0282,193.38,1.0,0.0,-9.921,5
improved,2529.333,42.115,194.632,1.0,0.0,-9.907,5
improved,2534.0,42.2014,195.901,1.0,0.0,-9.858,5
improved,2538.667,42.2871,197.184,1.0,0.0,-9.777,5
improved,2543.333,42.3723,198.479,1.0,0.0,-9.666,5
improved,2548.0,42.457,199.782,1.0,0.0,-9.528,5
improved,2552.667,42.541,201.092,1.0,0.0,-9.367,5
improved,2557.333,42.6246,202.406,1.0,0.0,-9.186,5
improved,2562.0,42.7076,203.722,1.0,0.0,-8.987,5
improved,2566.667,42.7901,205.037,1.0,0.0,-8.774,5
improved,2571.333,42.872,206.349,1.0,0.0,-8.552,5
improved,2576.0,42.9534,207.656,1.0,0.0,-8.321,5
improved,2580.667,43.0343,208.956,1.0,0.0,-8.087,5
improved,2585.333,43.1147,210.247,1.0,0.0,-7.852,5
improved,2590.0,43.1946,211.526,1.0,0.0,-7.619,5
improved,2594.667,43.274,212.793,1.0,0.0,-7.391,5
improved,2599.333,43.353,214.044,1.0,0.0,-7.171,5
improved,2604.0,43.4315,215.279,1.0,0.0,-6.961,5
improved,2608.667,43.5095,216.495,1.0,0.0,-6.764,5
improved,2613.333,43.5871,217.691,1.0,0.0,-6.582,5
improved,2618.0,43.6643,218.865,1.0,0.0,-6.416,5
improved,2622.667,43.7411,220.016,1.0,0.0,-6.269,5
improved,2627.333,43.8174,221.142,1.0,0.0,-6.141,5
improved,2632.0,43.8934,222.242,1.0,0.0,-6.034,5
improved,2636.667,43.969,223.315,1.0,0.0,-5.948,5
improved,2641.333,44.0442,224.359,1.0,0.0,-5.885,5
improved,2646.0,44.1191,225.373,1.0,0.0,-5.843,6
improved,2650.667,44.1936,226.356,1.0,0.0,-5.823,6
improved,2655.333,44.2678,227.306,1.0,0.0,-5.825,6
improved,2660.0,44.3418,228.223,1.0,0.0,-5.847,6
improved,2664.667,44.4154,229.105,1.0,0.0,-5.889,6
improved,2669.333,44.4887,229.952,1.0,0.0,-5.949,6
improved,2674.0,44.5618,230.761,1.0,0.0,-6.026,6
improved,2678.667,44.6346,231.532,1.0,0.0,-6.118,6
improved,2683.333,44.7071,232.264,1.0,0.0,-6.223,6
improved,2688.0,44.7794,232.955,1.0,0.0,-6.338,6
improved,2692.667,44.8516,233.604,1.0,0.0,-6.461,6
improved,2697.333,44.9235,234.209,1.0,0.0,-6.589,6
improved,2702.0,44.9952,234.77,1.0,0.0,-6.72,6
improved,2706.667,45.0668,235.285,1.0,0.0,-6.851,6
improved,2711.333,45.1382,235.751,1.0,0.0,-6.978,6
improved,2716.0,45.2094,236.169,1.0,0.0,-7.098,6
improved,2720.667,45.2806,236.535,1.0,0.0,-7.209,6
improved,2725.333,45.3516,236.847,1.0,0.0,-7.307,6
improved,2730.0,45.4225,237.105,1.0,0.0,-7.39,6
improved,2734.667,45.4934,237.305,1.0,0.0,-7.453,6
improved,2739.333,45.5642,237.446,1.0,0.0,-7.494,6
improved,2744.0,45.6349,237.525,1.0,0.0,-7.511,6
improved,2748.667,45.7057,237.539,1.0,0.0,-7.5,6
improved,2753.333,45.7764,237.486,0.9812,0.0203,-7.459,6
improved,2758.0,45.8471,237.364,0.0,0.0588,-7.385,6
improved,2762.667,45.9179,237.169,0.0,0.0989,-7.277,6
improved,2767.333,45.9887,236.898,0.0,0.1405,-7.133,6
improved,2772.0,46.0597,236.55,0.0,0.1837,-6.95,6
improved,2776.667,46.1307,236.119,0.0,0.2286,-6.728,6
improved,2781.333,46.2018,235.605,0.0,0.2752,-6.465,6
improved,2786.0,46.2731,235.002,0.0,0.3234,-6.161,6
improved,2790.667,46.3446,234.309,0.0,0.3732,-5.816,6
improved,2795.333,46.4163,233.523,0.0,0.4247,-5.428,6
improved,2800.0,46.4883,232.64,0.0,0.4777,-4.999,6
improved,2804.667,46.5605,231.658,0.0,0.5322,-4.528,6
improved,2809.333,46.633,230.573,0.0,0.588,-4.017,6
improved,2814.0,46.7059,229.385,0.0,0.6451,-3.468,6
improved,2818.667,46.7791,228.089,0.0,0.7033,-2.88,6
improved,2823.333,46.8528,226.685,0.0,0.7624,-2.257,6
improved,2828.0,46.9269,225.171,0.0,0.8223,-1.601,6
improved,2832.667,47.0015,223.546,0.0,0.8827,-0.914,5
improved,2837.333,47.0766,221.809,0.0,0.92,-0.199,5
improved,2842.0,47.1524,219.96,0.0,0.92,0.542,5
improved,2846.667,47.2287,217.999,0.0,0.92,1.304,5
improved,2851.333,47.3058,215.926,0.0,0.92,2.084,5
improved,2856.0,47.3836,213.745,0.0,0.92,2.879,5
improved,2860.667,47.4622,211.455,0.0,0.92,3.684,5
improved,2865.333,47.5417,209.062,0.0,0.92,4.496,5
improved,2870.0,47.622,206.567,0.0,0.92,5.311,5
improved,2874.667,47.7034,203.976,0.0,0.92,6.124,5
improved,2879.333,47.7857,201.294,0.0,0.92,6.93,5
improved,2884.0,47.8692,198.526,0.0,0.92,7.726,5
improved,2888.667,47.9538,195.68,0.0,0.92,8.507,5
improved,2893.333,48.0397,192.762,0.0,0.92,9.269,5
improved,2898.0,48.1268,189.782,0.0,0.92,10.008,4
improved,2902.667,48.2153,186.749,0.0,0.92,10.719,4
improved,2907.333,48.3053,183.672,0.0,0.92,11.399,4
improved,2912.0,48.3968,180.562,0.0,0.92,12.043,4
improved,2916.667,48.4898,177.431,0.0,0.92,12.649,4
improved,2921.333,48.5845,174.29,0.0,0.92,13.212,4
improved,2926.0,48.6809,171.152,0.0,0.92,13.729,4
improved,2930.667,48.779,168.031,0.0,0.92,14.198,4
improved,2935.333,48.879,164.939,0.0,0.92,14.616,4
improved,2940.0,48.9809,161.89,0.0,0.92,14.98,4
improved,2944.667,49.0846,158.898,0.0,0.92,15.289,4
improved,2949.333,49.1904,155.978,0.0,0.92,15.54,3
improved,2954.0,49.2981,153.143,0.0,0.92,15.733,3
improved,2958.667,49.4078,150.407,0.0,0.92,15.866,3
improved,2963.333,49.5195,147.785,0.0,0.92,15.939,3
improved,2968.0,49.6332,145.29,0.0,0.92,15.952,3
improved,2972.667,49.7488,142.935,0.0,0.92,15.905,3
improved,2977.333,49.8663,140.732,0.0,0.92,15.798,3
improved,2982.0,49.9857,138.693,0.0,0.92,15.632,3
improved,2986.667,50.1068,136.83,0.0,0.92,15.409,3
improved,2991.333,50.2296,135.152,0.0,0.828,15.129,3
improved,2996.0,50.3539,133.67,0.0,0.7202,14.796,3
improved,3000.667,50.4796,132.391,0.0,0.6083,14.411,3
improved,3005.333,50.6065,131.322,0.0,0.4928,13.976,3
improved,3010.0,50.7344,130.47,0.0,0.3745,13.495,3
improved,3014.667,50.8632,129.838,0.0,0.2539,12.971,3
improved,3019.333,50.9926,129.431,0.0,0.1319,12.407,3
improved,3024.0,51.1224,129.251,0.7209,0.0092,11.806,3
improved,3028.667,51.2524,129.297,0.745,0.0,11.173,3
improved,3033.333,51.3823,129.571,0.745,0.0,10.51,3
improved,3038.0,51.512,130.069,0.745,0.0,9.823,3
improved,3042.667,51.6411,130.788,0.745,0.0,9.116,3
improved,3047.333,51.7696,131.724,0.745,0.0,8.391,3
improved,3052.0,51.8971,132.871,0.745,0.0,7.655,3
improved,3056.667,52.0235,134.222,0.745,0.0,6.91,3
improved,3061.333,52.1487,135.769,0.745,0.0,6.162,3
improved,3066.0,52.2725,137.502,0.745,0.0,5.413,3
improved,3070.667,52.3946,139.412,0.745,0.0,4.669,3
improved,3075.333,52.5151,141.488,0.745,0.0,3.933,3
improved,3080.0,52.6339,143.717,0.745,0.0,3.209,3
improved,3084.667,52.7508,146.088,0.745,0.0,2.5,3
improved,3089.333,52.8658,148.587,0.745,0.0,1.81,3
improved,3094.0,52.9788,151.201,0.745,0.0,1.142,3
improved,3098.667,53.0899,153.917,0.745,0.0,0.499,3
improved,3103.333,53.1991,156.721,0.745,0.0,-0.116,3
improved,3108.0,53.3063,159.598,0.745,0.0,-0.702,4
improved,3112.667,53.4116,162.534,0.745,0.0,-1.255,4
improved,3117.333,53.5149,165.517,1.0,0.0,-1.775,4
improved,3122.0,53.6164,168.532,1.0,0.0,-2.259,4
improved,3126.667,53.7161,171.566,1.0,0.0,-2.708,4
improved,3131.333,53.814,174.606,1.0,0.0,-3.119,4
improved,3136.0,53.9102,177.641,1.0,0.0,-3.492,4
improved,3140.667,54.0048,180.657,1.0,0.0,-3.828,4
improved,3145.333,54.0978,183.645,1.0,0.0,-4.126,4
improved,3150.0,54.1893,186.594,1.0,0.0,-4.388,4
improved,3154.667,54.2793,189.493,1.0,0.0,-4.613,4
improved,3159.333,54.368,192.334,1.0,0.0,-4.804,5
improved,3164.0,54.4553,195.11,1.0,0.0,-4.96,5
improved,3168.667,54.5414,197.812,1.0,0.0,-5.085,5
improved,3173.333,54.6264,200.434,1.0,0.0,-5.18,5
improved,3178.0,54.7102,202.971,1.0,0.0,-5.247,5
improved,3182.667,54.793,205.417,1.0,0.0,-5.289,5
improved,3187.333,54.8747,207.768,1.0,0.0,-5.307,5
improved,3192.0,54.9556,210.021,1.0,0.0,-5.306,5
improved,3196.667,55.0356,212.174,1.0,0.0,-5.287,5
improved,3201.333,55.1148,214.224,1.0,0.0,-5.253,5
improved,3206.0,55.1932,216.171,1.0,0.0,-5.208,5
improved,3210.667,55.2709,218.013,1.0,0.0,-5.154,5
improved,3215.333,55.348,219.752,1.0,0.0,-5.095,5
improved,3220.0,55.4244,221.386,1.0,0.0,-5.033,5
improved,3224.667,55.5003,222.917,1.0,0.0,-4.972,5
improved,3229.333,55.5757,224.347,1.0,0.0,-4.914,5
improved,3234.0,55.6506,225.678,1.0,0.0,-4.862,6
improved,3238.667,55.725,226.911,1.0,0.0,-4.819,6
improved,3243.333,55.799,228.048,1.0,0.0,-4.787,6
improved,3248.0,55.8727,229.094,1.0,0.0,-4.769,6
improved,3252.667,55.946,230.049,1.0,0.0,-4.766,6
improved,3257.333,56.0191,230.918,1.0,0.0,-4.781,6
improved,3262.0,56.0918,231.703,1.0,0.0,-4.815,6
improved,3266.667,56.1643,232.408,1.0,0.0,-4.869,6
improved,3271.333,56.2366,233.035,1.0,0.0,-4.946,6
improved,3276.0,56.3087,233.587,1.0,0.0,-5.044,6
improved,3280.667,56.3806,234.068,1.0,0.0,-5.166,6
improved,3285.333,56.4524,234.481,1.0,0.0,-5.31,6
improved,3290.0,56.524,234.829,1.0,0.0,-5.478,6
improved,3294.667,56.5956,235.113,1.0,0.0,-5.668,6
improved,3299.333,56.667,235.338,1.0,0.0,-5.881,6
improved,3304.0,56.7384,235.505,1.0,0.0,-6.114,6
improved,3308.667,56.8098,235.618,1.0,0.0,-6.367,6
improved,3313.333,56.8811,235.677,1.0,0.0,-6.638,6
improved,3318.0,56.9524,235.685,1.0,0.0,-6.925,6
improved,3322.667,57.0236,235.644,0.9927,0.0079,-7.227,6
improved,3327.333,57.0949,235.556,0.9694,0.0331,-7.54,6
improved,3332.0,57.1662,235.422,0.0,0.0576,-7.862,6
improved,3336.667,57.2376,235.243,0.0,0.0813,-8.191,6
improved,3341.333,57.309,235.021,0.0,0.1045,-8.523,6
improved,3346.0,57.3805,234.757,0.0,0.1272,-8.855,6
improved,3350.667,57.4521,234.451,0.0,0.1495,-9.185,6
improved,3355.333,57.5237,234.104,0.0,0.1713,-9.508,6
improved,3360.0,57.5955,233.718,0.0,0.1929,-9.822,6
improved,3364.667,57.6674,233.291,0.0,0.2143,-10.122,6
improved,3369.333,57.7394,232.826,0.0,0.2355,-10.406,6
improved,3374.0,57.8115,232.321,0.0,0.2566,-10.67,6
improved,3378.667,57.8839,231.777,0.0,0.2776,-10.911,6
improved,3383.333,57.9563,231.195,0.0,0.2986,-11.125,6
improved,3388.0,58.029,230.574,0.0,0.3195,-11.309,6
improved,3392.667,58.1019,229.914,0.0,0.3405,-11.46,6
improved,3397.333,58.1749,229.216,0.0,0.3615,-11.576,6
improved,3402.0,58.2482,228.478,0.0,0.3826,-11.653,6
improved,3406.667,58.3218,227.702,0.0,0.4037,-11.688,6
improved,3411.333,58.3955,226.886,0.0,0.4248,-11.681,6
improved,3416.0,58.4696,226.032,0.0,0.4459,-11.628,6
improved,3420.667,58.5439,225.138,0.0,0.4671,-11.529,6
improved,3425.333,58.6185,224.206,0.0,0.4883,-11.381,5
improved,3430.0,58.6935,223.234,0.0,0.5094,-11.183,5
improved,3434.667,58.7687,222.223,0.0,0.5304,-10.936,5
improved,3439.333,58.8443,221.174,0.0,0.5514,-10.637,5
improved,3444.0,58.9203,220.085,0.0,0.5722,-10.289,5
improved,3448.667,58.9966,218.959,0.0,0.5927,-9.889,5
improved,3453.333,59.0733,217.795,0.0,0.613,-9.44,5
improved,3458.0,59.1505,216.593,0.0,0.633,-8.943,5
improved,3462.667,59.228,215.355,0.0,0.6526,-8.398,5
improved,3467.333,59.3061,214.082,0.0,0.6718,-7.807,5
improved,3472.0,59.3845,212.773,0.0,0.6905,-7.173,5
improved,3476.667,59.4635,211.43,0.0,0.7085,-6.497,5
improved,3481.333,59.5429,210.054,0.0,0.7259,-5.783,5
improved,3486.0,59.6229,208.647,0.0,0.7426,-5.033,5
improved,3490.667,59.7034,207.21,0.0,0.7584,-4.25,5
improved,3495.333,59.7845,205.744,0.0,0.7734,-3.438,5
improved,3500.0,59.8662,204.252,0.0,0.7873,-2.601,5
improved,3504.667,59.9484,202.735,0.0,0.8002,-1.743,5
improved,3509.333,60.0313,201.195,0.0,0.812,-0.867,5
improved,3514.0,60.1148,199.634,0.0,0.8226,0.021,5
improved,3518.667,60.1989,198.054,0.0,0.8319,0.919,5
improved,3523.333,60.2838,196.459,0.0,0.8398,1.821,5
improved,3528.0,60.3693,194.851,0.0,0.8463,2.722,5
improved,3532.667,60.4555,193.231,0.0,0.8513,3.619,5
improved,3537.333,60.5425,191.604,0.0,0.8548,4.507,5
improved,3542.0,60.6301,189.973,0.0,0.8566,5.381,4
improved,3546.667,60.7186,188.339,0.0,0.8566,6.237,4
improved,3551.333,60.8078,186.707,0.0,0.855,7.071,4
improved,3556.0,60.8977,185.079,0.0,0.8515,7.878,4
improved,3560.667,60.9885,183.46,0.0,0.8463,8.655,4
improved,3565.333,61.0801,181.852,0.0,0.8391,9.397,4
improved,3570.0,61.1725,180.259,0.0,0.83,10.101,4
improved,3574.667,61.2657,178.684,0.0,0.819,10.764,4
improved,3579.333,61.3597,177.132,0.0,0.806,11.383,4
improved,3584.0,61.4545,175.605,0.0,0.7911,11.955,4
improved,3588.667,61.5502,174.108,0.0,0.7742,12.477,4
improved,3593.333,61.6467,172.644,0.0,0.7553,12.947,4
improved,3598.0,61.744,171.217,0.0,0.7345,13.364,4
improved,3602.667,61.8421,169.83,0.0,0.7117,13.725,4
improved,3607.333,61.9411,168.487,0.0,0.6871,14.03,4
improved,3612.0,62.0408,167.191,0.0,0.6605,14.279,4
improved,3616.667,62.1412,165.945,0.0,0.6321,14.469,4
improved,3621.333,62.2425,164.754,0.0,0.602,14.603,4
improved,3626.0,62.3445,163.621,0.0,0.5701,14.679,4
improved,3630.667,62.4471,162.547,0.0,0.5366,14.699,4
improved,3635.333,62.5505,161.538,0.0,0.5015,14.664,4
improved,3640.0,62.6545,160.594,0.0,0.4648,14.575,4
improved,3644.667,62.7591,159.72,0.0,0.4268,14.434,4
improved,3649.333,62.8643,158.917,0.0,0.3874,14.242,4
improved,3654.0,62.97,158.188,0.0,0.3468,14.002,4
improved,3658.667,63.0762,157.535,0.0,0.3051,13.718,4
improved,3663.333,63.1828,156.96,0.0,0.2624,13.391,3
improved,3668.0,63.2899,156.465,0.0,0.2188,13.024,3
improved,3672.667,63.3973,156.052,0.0,0.1745,12.621,3
improved,3677.333,63.5049,155.721,0.0,0.1294,12.186,3
improved,3682.0,63.6128,155.473,0.0,0.0839,11.722,3
improved,3686.667,63.7209,155.311,0.7018,0.0379,11.232,3
improved,3691.333,63.829,155.233,0.7325,0.0,10.721,3
improved,3696.0,63.9372,155.241,0.745,0.0,10.192,3
improved,3700.667,64.0455,155.335,0.745,0.0,9.649,3
improved,3705.333,64.1536,155.514,0.745,0.0,9.096,3
improved,3710.0,64.2616,155.779,0.745,0.0,8.536,3
improved,3714.667,64.3695,156.128,0.745,0.0,7.974,3
improved,3719.333,64.4771,156.56,0.745,0.0,7.414,3
improved,3724.0,64.5844,157.076,0.745,0.0,6.858,4
improved,3728.667,64.6914,157.672,0.745,0.0,6.31,4
improved,3733.333,64.7979,158.349,0.745,0.0,5.773,4
improved,3738.0,64.904,159.103,0.745,0.0,5.25,4
improved,3742.667,65.0096,159.934,0.745,0.0,4.745,4
improved,3747.333,65.1146,160.838,0.745,0.0,4.258,4
improved,3752.0,65.2191,161.814,0.745,0.0,3.794,4
improved,3756.667,65.3229,162.859,0.745,0.0,3.353,4
improved,3761.333,65.4261,163.97,0.745,0.0,2.937,4
improved,3766.0,65.5285,165.144,1.0,0.0,2.549,4
improved,3770.667,65.6303,166.379,1.0,0.0,2.188,4
improved,3775.333,65.7312,167.671,1.0,0.0,1.855,4
improved,3780.0,65.8314,169.017,1.0,0.0,1.552,4
improved,3784.667,65.9308,170.414,1.0,0.0,1.277,4
improved,3789.333,66.0294,171.858,1.0,0.0,1.032,4
improved,3794.0,66.1272,173.346,1.0,0.0,0.815,4
improved,3798.667,66.2241,174.874,1.0,0.0,0.625,4
improved,3803.333,66.3201,176.439,1.0,0.0,0.463,4
improved,3808.0,66.4154,178.036,1.0,0.0,0.325,4
improved,3812.667,66.5097,179.663,1.0,0.0,0.211,4
improved,3817.333,66.6032,181.315,1.0,0.0,0.118,4
improved,3822.0,66.6959,182.99,1.0,0.0,0.045,4
improved,3826.667,66.7877,184.683,1.0,0.0,-0.01,4
improved,3831.333,66.8787,186.391,1.0,0.0,-0.051,4
improved,3836.0,66.9688,188.11,1.0,0.0,-0.079,4
improved,3840.667,67.0581,189.837,1.0,0.0,-0.098,4
improved,3845.333,67.1466,191.568,1.0,0.0,-0.11,5
improved,3850.0,67.2343,193.301,1.0,0.0,-0.118,5
improved,3854.667,67.3212,195.032,1.0,0.0,-0.125,5
improved,3859.333,67.4074,196.758,1.0,0.0,-0.134,5
improved,3864.0,67.4927,198.476,1.0,0.0,-0.148,5
improved,3868.667,67.5774,200.184,1.0,0.0,-0.17,5
improved,3873.333,67.6613,201.877,1.0,0.0,-0.202,5
improved,3878.0,67.7445,203.555,1.0,0.0,-0.247,5
improved,3882.667,67.8271,205.214,1.0,0.0,-0.308,5
improved,3887.333,67.9089,206.853,1.0,0.0,-0.387,5
improved,3892.0,67.9901,208.468,1.0,0.0,-0.486,5
improved,3896.667,68.0707,210.059,1.0,0.0,-0.608,5
improved,3901.333,68.1507,211.623,1.0,0.0,-0.753,5
improved,3906.0,68.2301,213.158,1.0,0.0,-0.924,5
improved,3910.667,68.3089,214.663,1.0,0.0,-1.122,5
improved,3915.333,68.3872,216.137,1.0,0.0,-1.347,5
improved,3920.0,68.4649,217.579,1.0,0.0,-1.601,5
improved,3924.667,68.5421,218.986,1.0,0.0,-1.883,5
